RepRapFirmware height map file v2 generated at 2024-04-03 12:14, min error -1.830, max error 2.624, mean -0.684, deviation 1.028
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.063, -0.151, -0.382, -0.607, -0.844, -1.031, -1.283, -1.456, -1.546, -1.594, -1.634, -1.654, -1.654, -1.634, -1.594, -1.506, -1.377, -1.124, -0.889, -0.622, -0.302,  0.069,  0.408,  0.718
 -0.232, -0.504, -0.740, -1.014, -1.278, -1.470, -1.614, -1.726, -1.803, -1.818, -1.824, -1.830, -1.818, -1.788, -1.706, -1.571, -1.372, -1.096, -0.806, -0.415, -0.041,  0.349,  0.712,  0.945
 -0.076, -0.244, -0.436, -0.654, -0.957, -1.199, -1.404, -1.594, -1.694, -1.768, -1.794, -1.788, -1.768, -1.729, -1.665, -1.540, -1.267, -1.004, -0.672, -0.343,  0.026,  0.429,  0.808,  1.147
 -0.209, -0.417, -0.629, -0.884, -1.150, -1.347, -1.515, -1.645, -1.735, -1.803, -1.803, -1.794, -1.750, -1.680, -1.571, -1.385, -1.132, -0.813, -0.444, -0.054,  0.354,  0.863,  1.232,  1.397
  0.081, -0.024, -0.260, -0.451, -0.688, -0.932, -1.186, -1.423, -1.565, -1.654, -1.709, -1.715, -1.686, -1.614, -1.468, -1.267, -1.014, -0.681, -0.302,  0.104,  0.523,  0.943,  1.308,  1.629
  0.138, -0.083, -0.345, -0.627, -0.889, -1.107, -1.323, -1.512, -1.628, -1.715, -1.741, -1.721, -1.665, -1.560, -1.399, -1.163, -0.867, -0.502, -0.092,  0.339,  0.788,  1.215,  1.597,  1.911
  0.483,  0.342,  0.069, -0.201, -0.470, -0.740, -0.996, -1.283, -1.470, -1.588, -1.654, -1.674, -1.608, -1.506, -1.339, -1.096, -0.757, -0.411,  0.014,  0.449,  0.918,  1.362,  1.760,  2.325
  0.716,  0.470,  0.069, -0.296, -0.640, -0.918, -1.155, -1.366, -1.546, -1.651, -1.709, -1.694, -1.614, -1.418, -1.173, -0.877, -0.504, -0.072,  0.392,  0.860,  1.344,  1.751,  2.259,  2.624
coefficients,
Scanning probe coefficients [-2.269e-2, -1.788e-3, 6.365e-7, -1.053e-10], reading at trigger height 10078, rms error 0.068mm
