RepRapFirmware height map file v2 generated at 2024-04-03 12:27, min error -1.859, max error 2.653, mean -0.708, deviation 1.043
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.135, -0.154, -0.405, -0.645, -0.875, -1.060, -1.260, -1.440, -1.532, -1.586, -1.629, -1.643, -1.649, -1.629, -1.586, -1.504, -1.376, -1.181, -0.960, -0.700, -0.397,  0.061,  0.401,  0.710
 -0.371, -0.621, -0.858, -1.153, -1.401, -1.592, -1.699, -1.790, -1.844, -1.859, -1.859, -1.850, -1.838, -1.802, -1.719, -1.532, -1.319, -1.025, -0.728, -0.407, -0.028,  0.365,  0.752,  0.867
 -0.237, -0.397, -0.585, -0.808, -1.033, -1.237, -1.440, -1.638, -1.761, -1.811, -1.829, -1.817, -1.781, -1.746, -1.664, -1.523, -1.298, -1.043, -0.712, -0.378,  0.102,  0.504,  0.891,  1.240
 -0.259, -0.467, -0.664, -0.911, -1.171, -1.426, -1.583, -1.705, -1.775, -1.823, -1.829, -1.808, -1.770, -1.705, -1.603, -1.415, -1.181, -0.775, -0.397, -0.002,  0.419,  0.822,  1.208,  1.446
  0.007, -0.126, -0.289, -0.480, -0.726, -0.946, -1.244, -1.473, -1.606, -1.693, -1.728, -1.725, -1.699, -1.629, -1.504, -1.314, -1.078, -0.754, -0.285,  0.131,  0.557,  0.977,  1.341,  1.674
  0.095, -0.129, -0.363, -0.648, -0.911, -1.140, -1.338, -1.563, -1.672, -1.749, -1.767, -1.740, -1.693, -1.586, -1.426, -1.205, -0.921, -0.554, -0.151,  0.398,  0.849,  1.282,  1.658,  1.950
  0.437,  0.268,  0.040, -0.219, -0.486, -0.815, -1.078, -1.333, -1.523, -1.632, -1.678, -1.687, -1.638, -1.549, -1.393, -1.163, -0.758, -0.401,  0.040,  0.479,  0.952,  1.395,  1.794,  2.231
  0.632,  0.362,  0.036, -0.303, -0.652, -0.933, -1.176, -1.382, -1.566, -1.693, -1.728, -1.708, -1.629, -1.465, -1.226, -0.938, -0.571, -0.147,  0.326,  0.801,  1.395,  1.809,  2.364,  2.653
coefficients,
Scanning probe coefficients [3.336e-2, -1.850e-3, 6.521e-7, -1.055e-10], reading at trigger height 10033, rms error 0.066mm
