RepRapFirmware height map file v2 generated at 2024-04-03 12:08, min error -1.772, max error 2.715, mean -0.616, deviation 1.030
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.097, -0.094, -0.394, -0.609, -0.833, -1.030, -1.235, -1.391, -1.487, -1.529, -1.560, -1.586, -1.580, -1.560, -1.490, -1.391, -1.246, -1.043, -0.805, -0.530, -0.206,  0.165,  0.503,  0.801
 -0.200, -0.482, -0.719, -0.985, -1.246, -1.443, -1.575, -1.675, -1.737, -1.766, -1.772, -1.772, -1.766, -1.722, -1.620, -1.482, -1.272, -0.985, -0.687, -0.378, -0.005,  0.379,  0.739,  1.029
 -0.035, -0.210, -0.425, -0.653, -0.888, -1.121, -1.337, -1.535, -1.641, -1.702, -1.743, -1.731, -1.710, -1.661, -1.589, -1.437, -1.204, -0.944, -0.617, -0.283,  0.094,  0.489,  0.868,  1.273
 -0.043, -0.317, -0.536, -0.805, -1.073, -1.280, -1.457, -1.586, -1.675, -1.731, -1.746, -1.731, -1.707, -1.620, -1.510, -1.323, -1.060, -0.733, -0.359,  0.029,  0.438,  0.828,  1.181,  1.450
  0.208,  0.082, -0.124, -0.327, -0.578, -0.812, -1.080, -1.328, -1.476, -1.586, -1.635, -1.649, -1.620, -1.541, -1.418, -1.225, -0.981, -0.653, -0.283,  0.121,  0.525,  0.933,  1.371,  1.692
  0.311,  0.069, -0.179, -0.545, -0.817, -1.033, -1.254, -1.443, -1.566, -1.643, -1.681, -1.661, -1.615, -1.521, -1.366, -1.080, -0.784, -0.407, -0.005,  0.431,  0.866,  1.278,  1.647,  1.918
  0.592,  0.456,  0.217, -0.065, -0.341, -0.617, -0.883, -1.170, -1.429, -1.529, -1.600, -1.600, -1.549, -1.457, -1.291, -1.048, -0.724, -0.378,  0.054,  0.474,  1.041,  1.458,  1.851,  2.412
  0.818,  0.557,  0.230, -0.120, -0.476, -0.843, -1.080, -1.304, -1.482, -1.589, -1.643, -1.629, -1.555, -1.404, -1.170, -0.888, -0.525, -0.001,  0.453,  0.912,  1.374,  1.782,  2.399,  2.715
coefficients,
Scanning probe coefficients [-2.026e-2, -1.774e-3, 6.478e-7, -1.128e-10], reading at trigger height 10090, rms error 0.062mm
