RepRapFirmware height map file v2 generated at 2024-03-22 16:47, min error -1.750, max error 3.330, mean -0.409, deviation 1.175
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,67.14,34.00,8,6
  0.123, -0.651, -1.264, -1.518, -1.541, -1.149, -0.302,  0.874
 -0.127, -1.021, -1.603, -1.750, -1.696, -1.102, -0.032,  1.136
  0.023, -0.589, -1.319, -1.659, -1.573, -0.975,  0.175,  1.482
  0.175, -0.661, -1.356, -1.649, -1.511, -0.730,  0.579,  1.765
  0.545, -0.194, -1.052, -1.550, -1.428, -0.589,  0.771,  2.327
  0.877, -0.239, -1.131, -1.596, -1.313, -0.293,  1.329,  3.330
coefficients,
Scanning probe coefficients [1.049e-2, -2.112e-3, 8.429e-7, -1.612e-10], reading at trigger height 9812, rms error 0.061mm
