RepRapFirmware height map file v2 generated at 2024-03-22 17:00, min error -1.776, max error 3.195, mean -0.451, deviation 1.165
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,67.14,34.00,8,6
  0.149, -0.674, -1.310, -1.547, -1.547, -1.194, -0.360,  0.823
 -0.171, -1.056, -1.635, -1.776, -1.722, -1.182, -0.036,  1.085
 -0.009, -0.599, -1.387, -1.698, -1.592, -1.013,  0.120,  1.435
  0.126, -0.708, -1.409, -1.685, -1.524, -0.828,  0.571,  1.714
  0.500, -0.216, -1.141, -1.589, -1.441, -0.653,  0.715,  2.231
  0.840, -0.292, -1.177, -1.629, -1.338, -0.308,  1.316,  3.195
coefficients,
Scanning probe coefficients [5.135e-2, -2.130e-3, 8.538e-7, -1.621e-10], reading at trigger height 9803, rms error 0.060mm
