Range
0.130, 0.062, 0.054, 0.043, 0.031, 0.050, 0.093, 0.068, 
0.075, 0.089, 0.045, 0.041, 0.033, 0.102, 0.075, 0.067, 
0.044, 0.056, 0.089, 0.046, 0.036, 0.049, 0.096, 0.052, 
0.051, 0.068, 0.067, 0.049, 0.038, 0.115, 0.083, 0.061, 
0.065, 0.064, 0.103, 0.045, 0.056, 0.072, 0.105, 0.123, 
0.054, 0.082, 0.062, 0.052, 0.059, 0.120, 0.124, 0.353, 
