RepRapFirmware height map file v2 generated at 2024-04-29 16:21, min error -2.331, max error 3.717, mean -0.642, deviation 1.327
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
 -0.280, -0.556, -0.881, -1.157, -1.429, -1.670, -1.862, -2.001, -2.072, -2.129, -2.158, -2.229, -2.258, -2.229, -2.172, -2.030, -1.876, -1.670, -1.416, -1.157, -0.808, -0.394, -0.046,  0.344
 -0.440, -0.857, -1.131, -1.456, -1.738, -1.973, -2.101, -2.229, -2.273, -2.302, -2.331, -2.331, -2.331, -2.302, -2.172, -2.030, -1.834, -1.575, -1.272, -0.918, -0.556, -0.101,  0.344,  0.719
 -0.179, -0.417, -0.687, -0.968, -1.247, -1.522, -1.765, -1.959, -2.058, -2.101, -2.158, -2.172, -2.158, -2.101, -1.973, -1.862, -1.616, -1.337, -1.005, -0.627, -0.201,  0.231,  0.700,  1.148
  0.008, -0.359, -0.639, -0.968, -1.272, -1.522, -1.738, -1.904, -2.001, -2.030, -2.072, -2.072, -2.058, -1.959, -1.834, -1.643, -1.390, -1.030, -0.615, -0.179,  0.272,  0.757,  1.209,  1.587
  0.445,  0.199, -0.046, -0.314, -0.604, -0.881, -1.182, -1.456, -1.616, -1.711, -1.779, -1.807, -1.765, -1.670, -1.522, -1.311, -1.030, -0.663, -0.257,  0.199,  0.690,  1.226,  1.710,  2.250
  0.823,  0.415,  0.126, -0.257, -0.604, -0.857, -1.093, -1.311, -1.482, -1.616, -1.670, -1.670, -1.602, -1.482, -1.311, -1.056, -0.723, -0.359,  0.083,  0.584,  1.122,  1.710,  2.270,  2.661
  1.344,  1.122,  0.842,  0.445,  0.147, -0.179, -0.498, -0.808, -1.030, -1.182, -1.272, -1.298, -1.247, -1.157, -0.968, -0.687, -0.359,  0.072,  0.535,  1.042,  1.626,  2.224,  2.815,  3.375
  1.874,  1.418,  1.078,  0.671,  0.251, -0.068, -0.359, -0.615, -0.808, -0.980, -1.030, -1.068, -1.030, -0.881, -0.639, -0.336,  0.029,  0.505,  1.033,  1.571,  2.192,  2.830,  3.393,  3.717
coefficients,
Scanning probe coefficients [3.363e-1, -1.140e-2, 9.667e-6, -2.809e-9], reading at trigger height 8725, rms error 0.395mm
