RepRapFirmware height map file v2 generated at 2024-04-29 16:28, min error -2.321, max error 3.730, mean -0.621, deviation 1.328
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
 -0.282, -0.557, -0.880, -1.180, -1.425, -1.637, -1.827, -1.994, -2.064, -2.120, -2.163, -2.191, -2.220, -2.220, -2.149, -1.994, -1.855, -1.637, -1.425, -1.154, -0.807, -0.418, -0.050,  0.359
 -0.441, -0.856, -1.154, -1.425, -1.732, -1.966, -2.092, -2.191, -2.249, -2.292, -2.292, -2.292, -2.321, -2.249, -2.163, -2.022, -1.827, -1.570, -1.269, -0.893, -0.522, -0.072,  0.338,  0.731
 -0.182, -0.441, -0.711, -0.979, -1.269, -1.517, -1.759, -1.924, -2.022, -2.120, -2.149, -2.149, -2.149, -2.064, -1.994, -1.855, -1.597, -1.295, -0.979, -0.581, -0.160,  0.287,  0.768,  1.199
  0.047, -0.339, -0.604, -0.917, -1.269, -1.504, -1.705, -1.855, -1.966, -2.050, -2.064, -2.050, -2.022, -1.952, -1.827, -1.610, -1.360, -1.029, -0.640, -0.182,  0.287,  0.778,  1.250,  1.600
  0.459,  0.246, -0.007, -0.305, -0.581, -0.880, -1.129, -1.412, -1.570, -1.678, -1.732, -1.773, -1.732, -1.664, -1.491, -1.295, -0.979, -0.640, -0.237,  0.215,  0.702,  1.250,  1.752,  2.283
  0.824,  0.429,  0.142, -0.226, -0.557, -0.832, -1.054, -1.269, -1.451, -1.570, -1.584, -1.610, -1.570, -1.425, -1.269, -1.004, -0.723, -0.305,  0.142,  0.645,  1.173,  1.752,  2.314,  2.692
  1.351,  1.147,  0.815,  0.459,  0.152, -0.204, -0.499, -0.807, -1.029, -1.154, -1.244, -1.269, -1.244, -1.129, -0.942, -0.663, -0.316,  0.068,  0.548,  1.086,  1.654,  2.257,  2.838,  3.399
  1.877,  1.424,  1.069,  0.702,  0.267, -0.072, -0.339, -0.604, -0.807, -0.917, -1.004, -1.054, -0.979, -0.856, -0.604, -0.305,  0.079,  0.528,  1.069,  1.615,  2.238,  2.843,  3.413,  3.730
coefficients,
Scanning probe coefficients [3.385e-1, -1.133e-2, 9.555e-6, -2.759e-9], reading at trigger height 8725, rms error 0.397mm
