RepRapFirmware height map file v2 generated at 2024-04-05 16:41, min error -2.520, max error 1.210, mean -1.516, deviation 0.906
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
 -0.048, -0.367, -0.708, -1.008, -1.273, -1.498, -1.711, -1.906, -2.042, -2.125, -2.195, -2.239, -2.273, -2.288, -2.280, -2.236, -2.169, -2.049, -1.899, -1.735, -1.501, -1.219, -0.854, -0.547
 -0.251, -0.651, -1.072, -1.405, -1.711, -1.934, -2.100, -2.236, -2.325, -2.378, -2.424, -2.458, -2.497, -2.497, -2.466, -2.386, -2.266, -2.100, -1.909, -1.704, -1.432, -1.115, -0.787, -0.486
 -0.171, -0.462, -0.784, -1.081, -1.366, -1.625, -1.874, -2.107, -2.254, -2.352, -2.439, -2.466, -2.493, -2.493, -2.477, -2.412, -2.307, -2.144, -1.934, -1.728, -1.445, -1.137, -0.723, -0.335
 -0.123, -0.495, -0.902, -1.235, -1.548, -1.787, -1.998, -2.169, -2.307, -2.397, -2.450, -2.497, -2.520, -2.520, -2.485, -2.378, -2.236, -2.034, -1.787, -1.521, -1.219, -0.887, -0.528, -0.158
  0.098, -0.171, -0.475, -0.772, -1.087, -1.366, -1.666, -1.941, -2.136, -2.273, -2.386, -2.443, -2.458, -2.466, -2.424, -2.325, -2.188, -1.991, -1.752, -1.478, -1.175, -0.819, -0.354,  0.098
  0.347, -0.060, -0.528, -0.917, -1.302, -1.585, -1.835, -2.074, -2.262, -2.386, -2.443, -2.485, -2.497, -2.477, -2.405, -2.280, -2.111, -1.885, -1.615, -1.295, -0.938, -0.533, -0.088,  0.385
  0.677,  0.338, -0.043, -0.448, -0.813, -1.181, -1.514, -1.842, -2.100, -2.262, -2.378, -2.477, -2.477, -2.443, -2.371, -2.239, -2.056, -1.828, -1.551, -1.235, -0.845, -0.386,  0.232,  0.812
  1.042,  0.461, -0.013, -0.492, -0.971, -1.347, -1.666, -1.941, -2.180, -2.337, -2.443, -2.512, -2.520, -2.443, -2.299, -2.125, -1.892, -1.602, -1.273, -0.911, -0.437,  0.093,  0.665,  1.210
coefficients,
Scanning probe coefficients [1.356e-1, -2.532e-3, 7.830e-7, -8.726e-11], reading at trigger height 9772, rms error 0.201mm
