RepRapFirmware height map file v2 generated at 2024-04-05 17:05, min error -2.466, max error 1.287, mean -1.463, deviation 0.904
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
 -0.031, -0.365, -0.692, -0.996, -1.259, -1.462, -1.722, -1.903, -2.024, -2.091, -2.152, -2.195, -2.224, -2.227, -2.224, -2.191, -2.116, -1.993, -1.807, -1.629, -1.391, -1.096, -0.812, -0.477
 -0.277, -0.712, -1.017, -1.328, -1.635, -1.865, -2.074, -2.195, -2.285, -2.337, -2.373, -2.407, -2.432, -2.440, -2.407, -2.344, -2.220, -2.060, -1.827, -1.619, -1.347, -1.023, -0.692, -0.421
 -0.207, -0.472, -0.769, -1.053, -1.340, -1.589, -1.824, -2.099, -2.227, -2.311, -2.362, -2.399, -2.414, -2.425, -2.407, -2.348, -2.242, -2.077, -1.817, -1.596, -1.325, -1.008, -0.664, -0.259
 -0.157, -0.542, -0.832, -1.154, -1.475, -1.722, -1.975, -2.141, -2.260, -2.348, -2.395, -2.421, -2.447, -2.447, -2.421, -2.322, -2.191, -1.944, -1.705, -1.436, -1.117, -0.783, -0.429, -0.075
  0.066, -0.172, -0.466, -0.752, -1.053, -1.328, -1.612, -1.944, -2.120, -2.242, -2.322, -2.373, -2.399, -2.399, -2.362, -2.275, -2.127, -1.937, -1.705, -1.353, -1.032, -0.667, -0.300,  0.192
  0.315, -0.109, -0.472, -0.838, -1.221, -1.566, -1.810, -2.035, -2.202, -2.329, -2.388, -2.425, -2.447, -2.421, -2.348, -2.235, -2.028, -1.786, -1.514, -1.200, -0.832, -0.410,  0.049,  0.493
  0.652,  0.341, -0.036, -0.429, -0.797, -1.151, -1.475, -1.800, -2.099, -2.249, -2.348, -2.414, -2.414, -2.388, -2.322, -2.195, -2.010, -1.786, -1.504, -1.102, -0.703, -0.228,  0.281,  0.893
  1.023,  0.527,  0.066, -0.405, -0.990, -1.356, -1.658, -1.930, -2.145, -2.296, -2.414, -2.466, -2.466, -2.399, -2.271, -2.116, -1.824, -1.527, -1.203, -0.823, -0.349,  0.181,  0.773,  1.287
