RepRapFirmware height map file v2 generated at 2024-03-22 16:01, min error -1.734, max error 3.331, mean -0.766, deviation 1.046
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,67.14,34.00,8,6
 -0.321, -0.883, -1.368, -1.509, -1.496, -1.308, -0.643,  0.287
 -0.591, -1.191, -1.491, -1.556, -1.524, -1.208, -0.496,  0.611
 -0.678, -1.063, -1.439, -1.571, -1.501, -1.238, -0.428,  0.939
 -0.653, -1.163, -1.524, -1.636, -1.549, -1.176, -0.256,  1.530
 -0.328, -0.988, -1.439, -1.659, -1.579, -1.181, -0.071,  2.229
 -0.293, -1.081, -1.566, -1.734, -1.619, -1.053,  0.344,  3.331
coefficients,
Scanning probe coefficients [3.455e-1, -2.500e-3, 2.770e-9, -2.515e-16], reading at trigger height 9442, rms error 0.340mm
