RepRapFirmware height map file v2 generated at 2024-03-22 16:31, min error -1.848, max error 3.719, mean -0.753, deviation 1.180
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,67.14,34.00,8,6
 -0.272, -0.899, -1.447, -1.624, -1.602, -1.353, -0.634,  0.539
 -0.466, -1.242, -1.558, -1.657, -1.641, -1.273, -0.474,  0.824
 -0.629, -1.074, -1.513, -1.668, -1.596, -1.278, -0.446,  1.204
 -0.576, -1.215, -1.596, -1.746, -1.660, -1.215, -0.176,  1.739
 -0.234, -0.977, -1.494, -1.765, -1.688, -1.215, -0.046,  2.793
 -0.129, -1.112, -1.641, -1.848, -1.721, -1.079,  0.509,  3.719
coefficients,
Scanning probe coefficients [3.495e-1, -2.762e-3, 5.305e-9, -2.543e-15], reading at trigger height 9431, rms error 0.313mm
