RepRapFirmware height map file v2 generated at 2024-03-22 17:31, min error -1.827, max error 3.721, mean -0.636, deviation 1.072
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.075, -0.109, -0.338, -0.597, -0.796, -1.032, -1.177, -1.328, -1.490, -1.523, -1.566, -1.592, -1.612, -1.592, -1.543, -1.468, -1.372, -1.126, -0.938, -0.608, -0.343,  0.105,  0.384,  0.749
 -0.444, -0.631, -0.904, -1.079, -1.394, -1.559, -1.652, -1.747, -1.796, -1.827, -1.806, -1.806, -1.796, -1.730, -1.639, -1.445, -1.241, -0.992, -0.610, -0.338,  0.133,  0.462,  0.892,  1.058
 -0.175, -0.305, -0.410, -0.670, -0.873, -1.147, -1.306, -1.566, -1.652, -1.734, -1.758, -1.765, -1.730, -1.693, -1.612, -1.490, -1.217, -1.012, -0.608, -0.322,  0.143,  0.482,  0.801,  1.235
 -0.241, -0.471, -0.633, -0.929, -1.162, -1.400, -1.530, -1.686, -1.741, -1.803, -1.789, -1.754, -1.706, -1.652, -1.497, -1.340, -1.003, -0.726, -0.245,  0.081,  0.604,  0.942,  1.242,  1.466
 -0.011, -0.005, -0.225, -0.384, -0.590, -0.870, -1.064, -1.369, -1.497, -1.615, -1.659, -1.669, -1.636, -1.546, -1.452, -1.300, -0.992, -0.731, -0.257,  0.077,  0.587,  0.945,  1.398,  1.682
  0.109, -0.140, -0.343, -0.670, -0.904, -1.162, -1.334, -1.484, -1.639, -1.706, -1.723, -1.700, -1.615, -1.530, -1.300, -1.085, -0.712, -0.384, -0.045,  0.512,  0.873,  1.418,  1.699,  2.011
  0.447,  0.414,  0.143, -0.114, -0.410, -0.657, -0.963, -1.217, -1.385, -1.546, -1.599, -1.629, -1.576, -1.461, -1.334, -1.032, -0.739, -0.298,  0.063,  0.426,  0.998,  1.370,  1.887,  2.337
  0.676,  0.327,  0.095, -0.193, -0.633, -0.884, -1.168, -1.334, -1.552, -1.636, -1.686, -1.652, -1.523, -1.372, -1.162, -0.769, -0.456,  0.109,  0.497,  1.082,  1.469,  1.970,  2.942,  3.721
coefficients,
Scanning probe coefficients [-3.043e-2, -2.058e-3, 8.682e-7, -1.798e-10], reading at trigger height 9845, rms error 0.061mm
