RepRapFirmware height map file v2 generated at 2024-03-22 17:43, min error -1.798, max error 3.260, mean -0.630, deviation 1.061
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.110, -0.105, -0.383, -0.580, -0.774, -0.992, -1.149, -1.370, -1.465, -1.526, -1.548, -1.571, -1.587, -1.584, -1.532, -1.475, -1.306, -1.149, -0.863, -0.644, -0.257,  0.053,  0.470,  0.725
 -0.383, -0.657, -0.817, -1.096, -1.318, -1.555, -1.653, -1.764, -1.794, -1.794, -1.798, -1.794, -1.764, -1.727, -1.601, -1.475, -1.190, -0.933, -0.573, -0.275,  0.039,  0.527,  0.838,  1.128
 -0.171, -0.140, -0.429, -0.637, -0.927, -1.113, -1.349, -1.532, -1.624, -1.723, -1.740, -1.733, -1.717, -1.663, -1.607, -1.436, -1.248, -0.922, -0.644, -0.388,  0.084,  0.431,  0.898,  1.203
 -0.273, -0.497, -0.681, -0.975, -1.190, -1.343, -1.548, -1.647, -1.740, -1.771, -1.771, -1.740, -1.687, -1.617, -1.475, -1.299, -1.093, -0.668, -0.345,  0.156,  0.496,  1.007,  1.303,  1.490
 -0.007, -0.075, -0.225, -0.371, -0.637, -0.836, -1.116, -1.327, -1.519, -1.601, -1.657, -1.657, -1.640, -1.555, -1.471, -1.238, -1.026, -0.631, -0.317,  0.196,  0.531,  1.067,  1.378,  1.663
  0.094, -0.092, -0.366, -0.598, -0.947, -1.108, -1.370, -1.510, -1.647, -1.703, -1.717, -1.677, -1.633, -1.494, -1.343, -1.047, -0.798, -0.317,  0.018,  0.573,  0.948,  1.326,  1.841,  1.971
  0.487,  0.387,  0.152, -0.155, -0.378, -0.596, -0.916, -1.155, -1.421, -1.516, -1.601, -1.607, -1.548, -1.475, -1.269, -1.061, -0.801, -0.355,  0.004,  0.557,  0.950,  1.505,  1.849,  2.527
  0.613,  0.431,  0.029, -0.257, -0.676, -0.916, -1.102, -1.361, -1.503, -1.630, -1.673, -1.630, -1.561, -1.339, -1.113, -0.723, -0.390, -0.032,  0.560,  0.966,  1.572,  1.905,  2.748,  3.260
coefficients,
Scanning probe coefficients [6.752e-3, -2.094e-3, 8.400e-7, -1.608e-10], reading at trigger height 9830, rms error 0.067mm
