RepRapFirmware height map file v2 generated at 2024-03-22 17:46, min error -1.809, max error 3.209, mean -0.639, deviation 1.062
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.125, -0.104, -0.363, -0.577, -0.770, -0.988, -1.153, -1.378, -1.469, -1.537, -1.556, -1.579, -1.595, -1.582, -1.543, -1.489, -1.316, -1.159, -0.879, -0.659, -0.274,  0.027,  0.442,  0.717
 -0.401, -0.672, -0.835, -1.118, -1.328, -1.566, -1.664, -1.741, -1.799, -1.809, -1.806, -1.799, -1.775, -1.741, -1.605, -1.476, -1.189, -0.937, -0.690, -0.286,  0.021,  0.522,  0.844,  1.126
 -0.174, -0.159, -0.435, -0.641, -0.929, -1.118, -1.356, -1.537, -1.628, -1.728, -1.745, -1.741, -1.721, -1.671, -1.618, -1.447, -1.264, -0.943, -0.664, -0.406,  0.073,  0.406,  0.876,  1.184
 -0.293, -0.521, -0.703, -0.879, -1.201, -1.356, -1.559, -1.648, -1.752, -1.782, -1.775, -1.745, -1.698, -1.625, -1.537, -1.307, -1.091, -0.669, -0.351,  0.149,  0.492,  1.000,  1.320,  1.485
  0.040, -0.052, -0.237, -0.373, -0.641, -0.840, -1.130, -1.328, -1.527, -1.605, -1.664, -1.658, -1.641, -1.559, -1.476, -1.249, -1.042, -0.651, -0.339,  0.162,  0.513,  1.053,  1.360,  1.786
  0.097, -0.097, -0.396, -0.612, -0.962, -1.124, -1.378, -1.521, -1.651, -1.711, -1.718, -1.681, -1.641, -1.498, -1.350, -1.045, -0.794, -0.330,  0.013,  0.563,  0.941,  1.323,  1.832,  1.963
  0.478,  0.330,  0.141, -0.179, -0.401, -0.722, -0.943, -1.174, -1.431, -1.527, -1.618, -1.625, -1.559, -1.492, -1.285, -1.083, -0.667, -0.384, -0.023,  0.528,  0.923,  1.483,  1.838,  2.511
  0.582,  0.406,  0.011, -0.286, -0.709, -0.937, -1.124, -1.381, -1.521, -1.641, -1.674, -1.641, -1.559, -1.344, -1.118, -0.722, -0.396, -0.037,  0.560,  0.969,  1.575,  1.912,  2.764,  3.209
coefficients,
Scanning probe coefficients [2.262e-2, -2.108e-3, 8.417e-7, -1.602e-10], reading at trigger height 9821, rms error 0.060mm
