RepRapFirmware height map file v2 generated at 2024-03-22 17:34, min error -1.791, max error 3.953, mean -0.622, deviation 1.064
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.083, -0.130, -0.338, -0.501, -0.790, -0.949, -1.180, -1.300, -1.459, -1.494, -1.526, -1.562, -1.572, -1.562, -1.526, -1.431, -1.334, -1.089, -0.899, -0.581, -0.326,  0.121,  0.414,  0.789
 -0.443, -0.606, -0.879, -1.057, -1.362, -1.517, -1.654, -1.710, -1.757, -1.791, -1.774, -1.781, -1.764, -1.710, -1.617, -1.415, -1.234, -0.860, -0.606, -0.350,  0.125,  0.454,  0.906,  1.043
 -0.172, -0.246, -0.433, -0.673, -0.877, -1.138, -1.307, -1.539, -1.624, -1.687, -1.724, -1.717, -1.694, -1.664, -1.572, -1.459, -1.180, -0.968, -0.720, -0.294,  0.018,  0.497,  0.832,  1.240
 -0.314, -0.462, -0.707, -0.899, -1.124, -1.371, -1.494, -1.647, -1.704, -1.764, -1.751, -1.724, -1.687, -1.601, -1.494, -1.334, -1.011, -0.726, -0.264,  0.061,  0.588,  0.909,  1.409,  1.478
  0.030, -0.087, -0.167, -0.397, -0.576, -0.871, -1.068, -1.362, -1.482, -1.588, -1.640, -1.634, -1.611, -1.555, -1.415, -1.264, -0.963, -0.697, -0.237,  0.091,  0.627,  0.977,  1.275,  1.717
  0.115, -0.113, -0.326, -0.653, -0.879, -1.144, -1.319, -1.520, -1.601, -1.687, -1.700, -1.677, -1.601, -1.517, -1.297, -1.094, -0.726, -0.409,  0.087,  0.484,  0.851,  1.384,  1.693,  2.050
  0.435,  0.454,  0.158, -0.111, -0.426, -0.653, -0.860, -1.207, -1.371, -1.526, -1.578, -1.601, -1.549, -1.437, -1.300, -1.002, -0.715, -0.445,  0.083,  0.447,  1.026,  1.391,  1.909,  2.362
  0.674,  0.339,  0.103, -0.342, -0.622, -0.957, -1.138, -1.300, -1.520, -1.608, -1.664, -1.634, -1.517, -1.365, -1.042, -0.784, -0.477,  0.073,  0.462,  1.045,  1.456,  1.991,  2.653,  3.953
coefficients,
Scanning probe coefficients [-3.631e-2, -2.041e-3, 8.315e-7, -1.654e-10], reading at trigger height 9847, rms error 0.059mm
