RepRapFirmware height map file v2 generated at 2024-03-22 17:36, min error -1.808, max error 3.176, mean -0.644, deviation 1.059
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,20.43,24.28,24,8
  0.102, -0.121, -0.317, -0.595, -0.767, -1.004, -1.160, -1.382, -1.482, -1.527, -1.556, -1.572, -1.595, -1.582, -1.534, -1.470, -1.314, -1.154, -0.872, -0.649, -0.264,  0.041,  0.329,  0.714
 -0.395, -0.667, -0.823, -1.099, -1.314, -1.559, -1.657, -1.764, -1.798, -1.808, -1.805, -1.798, -1.781, -1.741, -1.611, -1.498, -1.214, -0.970, -0.590, -0.310,  0.161,  0.499,  0.805,  1.089
 -0.185, -0.230, -0.485, -0.662, -0.945, -1.134, -1.292, -1.550, -1.634, -1.727, -1.751, -1.751, -1.721, -1.674, -1.611, -1.448, -1.256, -1.047, -0.662, -0.388,  0.070,  0.412,  0.898,  1.181
 -0.273, -0.512, -0.680, -0.970, -1.181, -1.422, -1.550, -1.648, -1.744, -1.781, -1.781, -1.758, -1.697, -1.634, -1.489, -1.317, -0.990, -0.693, -0.383,  0.102,  0.457,  0.967,  1.257,  1.465
 -0.046, -0.050, -0.205, -0.405, -0.685, -0.853, -1.146, -1.345, -1.543, -1.611, -1.657, -1.667, -1.648, -1.566, -1.467, -1.244, -1.038, -0.636, -0.322,  0.194,  0.534,  0.877,  1.368,  1.660
  0.082, -0.199, -0.367, -0.597, -0.939, -1.110, -1.366, -1.514, -1.651, -1.704, -1.721, -1.694, -1.648, -1.514, -1.372, -1.073, -0.829, -0.362, -0.027,  0.534,  0.926,  1.431,  1.782,  1.991
  0.511,  0.400,  0.126, -0.050, -0.422, -0.620, -0.945, -1.175, -1.444, -1.534, -1.605, -1.618, -1.566, -1.482, -1.357, -1.073, -0.810, -0.371,  0.002,  0.542,  0.941,  1.500,  1.838,  2.507
  0.618,  0.409,  0.017, -0.257, -0.685, -0.925, -1.190, -1.372, -1.514, -1.641, -1.681, -1.648, -1.579, -1.366, -1.140, -0.761, -0.438,  0.122,  0.516,  0.913,  1.509,  1.857,  2.863,  3.176
coefficients,
Scanning probe coefficients [-6.292e-3, -2.076e-3, 8.307e-7, -1.583e-10], reading at trigger height 9837, rms error 0.064mm
