RepRapFirmware height map file v2 generated at 2024-04-09 15:25, min error -2.372, max error 1.524, mean -0.952, deviation 1.057
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,78.33,42.50,7,5
  0.033, -0.869, -1.729, -1.940, -1.938, -1.007, -0.074
 -0.232, -1.330, -2.101, -1.930, -2.063, -1.107,  0.261
  0.165, -0.899, -1.905, -2.372, -1.875, -0.743,  0.446
  0.415, -0.799, -2.013, -2.257, -1.802, -0.548,  1.038
  0.771, -0.385, -1.807, -2.180, -1.699, -0.375,  1.524
coefficients,
