RepRapFirmware height map file v2 generated at 2024-04-09 15:52, min error -2.343, max error 1.525, mean -0.934, deviation 1.047
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,78.33,42.50,7,5
  0.046, -0.865, -1.710, -1.933, -1.933, -1.002, -0.060
 -0.222, -1.308, -2.086, -1.678, -2.066, -1.112,  0.267
  0.160, -0.890, -1.878, -2.343, -1.850, -0.722,  0.454
  0.416, -0.805, -1.996, -2.242, -1.777, -0.539,  1.045
  0.772, -0.382, -1.800, -2.150, -1.679, -0.355,  1.525
