Range
0.036, 0.029, 0.060, 0.070, 0.128, 0.137, 0.179, 
0.058, 0.039, 0.038, 0.735, 0.114, 0.142, 0.152, 
0.042, 0.055, 0.079, 0.084, 0.087, 0.111, 0.102, 
0.043, 0.039, 0.049, 0.059, 0.093, 0.145, 0.165, 
0.044, 0.050, 0.066, 0.068, 0.074, 0.087, 0.119, 
