RepRapFirmware height map file v2 generated at 2024-04-18 16:09, min error -1.735, max error 3.929, mean 0.222, deviation 1.349
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,40.00,510.00,40.00,210.00,-1.00,78.33,42.50,7,5
  0.031, -0.790, -1.570, -1.735, -1.407, -0.389,  0.921
  0.191, -0.701, -1.445, -1.449, -1.044,  0.186,  1.574
  0.708, -0.078, -0.872, -1.064, -0.533,  0.784,  2.296
  1.306,  0.324, -0.547, -0.721, -0.090,  1.302,  3.093
  2.107,  1.060,  0.061, -0.244,  0.511,  2.061,  3.929
coefficients,
